n,m,F,phy_mob_a,beta_p,soc_mob_a,beta_s,r,s,tolerance,q,theta,init_random_prob,radius,noise_rate,num_joint_activities,pool_multiplier,run,time,avg_path_length,dia,avg_degree,cluster_coeff,corr_soc_phy,corr_soc_cul,corr_phy_cul,num_cultures,size_culture,overall_diversity,ass,num_components,largest_component,within_component_diversity,between_component_diversity,component_diversity_ratio,num_communities,largest_community,within_community_diversity,between_community_diversity,community_diversity_ratio,social_clustering,social_closeness,physical_closeness,overall_closeness,physicalStability,socialStability,culturalStability,num_culture_components,num_regions,max_region_size,num_cooperators,num_defectors,num_strategy_regions,max_strategy_region_size,avg_num_players,avg_num_cooperators,avg_did_cooperate,avg_cooperators_over_players,avg_did_cooperate_over_cooperators,avg_payoff,avg_defector_payoff,avg_cooperator_payoff,avg_mpcr,avg_pool_multiplier
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,22,80000000,nan,nan,nan,nan,nan,nan,nan,0.9882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9954,0.0003,0,10000,0.0001,1.0,4.06822,0.000401954,0.000163028,0.000134515,nan,1.48539e-05,4.45889e-05,-2.9735e-05,0.6,2.44093
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,22,90000000,nan,nan,nan,nan,nan,nan,nan,0.9862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9934,0.0003,0,10000,0.0001,1.0,4.06841,0.000357288,0.000144912,0.000119567,nan,1.32033e-05,3.9634e-05,-2.64308e-05,0.6,2.44104
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,22,100000000,nan,nan,nan,nan,nan,nan,nan,0.9897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9957,0.0003,0,10000,0.0001,1.0,4.06847,0.000321557,0.00013042,0.000107609,nan,1.18828e-05,3.56704e-05,-2.37875e-05,0.6,2.44108
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,0,nan,nan,nan,nan,nan,nan,nan,0.9999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5031,4969,0.1377,0.0185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,10000000,nan,nan,nan,nan,nan,nan,nan,0.7327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9088,0.0013,0,10000,0.0001,1.0,6.36387,0.00195252,0.00121524,0.000775677,nan,5.0349e-05,0.000237424,-0.000187075,0.6,3.81832
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,20000000,nan,nan,nan,nan,nan,nan,nan,0.6973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8891,0.0014,0,10000,0.0001,1.0,6.61773,0.000973887,0.000606145,0.000386896,nan,2.51133e-05,0.000118424,-9.33102e-05,0.6,3.97064
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,30000000,nan,nan,nan,nan,nan,nan,nan,0.6906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8911,0.0019,0,10000,0.0001,1.0,6.75327,0.000648659,0.000403724,0.000257693,nan,1.67268e-05,7.88762e-05,-6.21495e-05,0.6,4.05196
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,40000000,nan,nan,nan,nan,nan,nan,nan,0.7103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9058,0.0012,0,10000,0.0001,1.0,6.82405,0.000486273,0.000302656,0.000193182,nan,1.25394e-05,5.91303e-05,-4.65909e-05,0.6,4.09443
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,50000000,nan,nan,nan,nan,nan,nan,nan,0.6864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8936,0.0014,0,10000,0.0001,1.0,6.8669,0.000388908,0.000242056,0.000154502,nan,1.00286e-05,4.72908e-05,-3.72621e-05,0.6,4.12014
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,60000000,nan,nan,nan,nan,nan,nan,nan,0.6827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.89,0.001,0,10000,0.0001,1.0,6.9009,0.000324027,0.000201674,0.000128726,nan,8.35558e-06,3.94013e-05,-3.10457e-05,0.6,4.14054
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,70000000,nan,nan,nan,nan,nan,nan,nan,0.6567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8905,0.0015,0,10000,0.0001,1.0,6.93195,0.000277695,0.000172837,0.00011032,nan,7.16084e-06,3.37674e-05,-2.66066e-05,0.6,4.15917
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,80000000,nan,nan,nan,nan,nan,nan,nan,0.6747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8916,0.0017,0,10000,0.0001,1.0,6.95806,0.000242953,0.000151214,9.6518e-05,nan,6.26496e-06,2.95428e-05,-2.32779e-05,0.6,4.17483
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,90000000,nan,nan,nan,nan,nan,nan,nan,0.6682,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8879,0.0014,0,10000,0.0001,1.0,6.98003,0.000215937,0.000134399,8.57853e-05,nan,5.5683e-06,2.62577e-05,-2.06894e-05,0.6,4.18802
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,23,100000000,nan,nan,nan,nan,nan,nan,nan,0.6722,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8834,0.0012,0,10000,0.0001,1.0,6.99477,0.00019433,0.000120951,7.72016e-05,nan,5.01113e-06,2.36303e-05,-1.86192e-05,0.6,4.19686
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,4988,5012,0.1411,0.0219,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,10000000,nan,nan,nan,nan,nan,nan,nan,0.4974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8127,0.0075,0,10000,0.0001,1.0,6.93807,0.00726579,0.00659068,0.0026667,nan,0.000693849,0.000315666,0.000378183,0.6,4.16284
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,20000000,nan,nan,nan,nan,nan,nan,nan,0.3396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.752,0.0053,0,10000,0.0001,1.0,7.62518,0.00361188,0.00327628,0.00132564,nan,0.000344918,0.00015692,0.000187998,0.6,4.57511
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,30000000,nan,nan,nan,nan,nan,nan,nan,0.2788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7306,0.006,0,10000,0.0001,1.0,7.96682,0.00240318,0.00217988,0.000882017,nan,0.000229492,0.000104407,0.000125085,0.6,4.78009
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,40000000,nan,nan,nan,nan,nan,nan,nan,0.2309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7014,0.0079,0,10000,0.0001,1.0,8.20201,0.00180058,0.00163328,0.000660851,nan,0.000171947,7.82272e-05,9.37199e-05,0.6,4.92121
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,50000000,nan,nan,nan,nan,nan,nan,nan,0.1971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6781,0.0042,0,10000,0.0001,1.0,8.38729,0.00143959,0.00130583,0.000528359,nan,0.000137474,6.25437e-05,7.49302e-05,0.6,5.03237
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,60000000,nan,nan,nan,nan,nan,nan,nan,0.1956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6723,0.0085,0,10000,0.0001,1.0,8.53526,0.00119917,0.00108775,0.00044012,nan,0.000114515,5.20985e-05,6.24164e-05,0.6,5.12116
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,70000000,nan,nan,nan,nan,nan,nan,nan,0.1534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6077,0.0308,0,10000,0.0001,1.0,8.6568,0.00102756,0.000932081,0.000377135,nan,9.8127e-05,4.46428e-05,5.34842e-05,0.6,5.19408
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,80000000,nan,nan,nan,nan,nan,nan,nan,0.1406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6041,0.011,0,10000,0.0001,1.0,8.77494,0.000898913,0.00081539,0.00032992,nan,8.58421e-05,3.90538e-05,4.67883e-05,0.6,5.26497
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,90000000,nan,nan,nan,nan,nan,nan,nan,0.1334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5951,0.007,0,10000,0.0001,1.0,8.87518,0.000798895,0.000724665,0.000293211,nan,7.62908e-05,3.47084e-05,4.15824e-05,0.6,5.32511
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,23,100000000,nan,nan,nan,nan,nan,nan,nan,0.1576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6429,0.006,0,10000,0.0001,1.0,8.94146,0.000718906,0.000652109,0.000263854,nan,6.86523e-05,3.12333e-05,3.7419e-05,0.6,5.36488
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,0,nan,nan,nan,nan,nan,nan,nan,0.9998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5000,5000,0.1452,0.0189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,10000000,nan,nan,nan,nan,nan,nan,nan,0.3903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7813,0.0022,1,9999,0.0002,0.9999,7.26132,0.0040254,0.00337904,0.00167977,nan,9.43009e-05,0.00026028,-0.000165979,0.6,4.35679
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,20000000,nan,nan,nan,nan,nan,nan,nan,0.1956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6565,0.0078,0,10000,0.0001,1.0,8.04954,0.0020026,0.00168104,0.000835672,nan,4.69136e-05,0.000129489,-8.2575e-05,0.6,4.82972
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,30000000,nan,nan,nan,nan,nan,nan,nan,0.1088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6159,0.0064,0,10000,0.0001,1.0,8.52496,0.00133279,0.00111878,0.000556164,nan,3.12223e-05,8.61784e-05,-5.49561e-05,0.6,5.11498
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,40000000,nan,nan,nan,nan,nan,nan,nan,0.0983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5777,0.0104,0,10000,0.0001,1.0,8.81532,0.000998732,0.000838366,0.000416765,nan,2.33967e-05,6.45784e-05,-4.11817e-05,0.6,5.28919
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,50000000,nan,nan,nan,nan,nan,nan,nan,0.0861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.537,0.0135,0,10000,0.0001,1.0,9.02727,0.000798573,0.000670347,0.00033324,nan,1.87077e-05,5.1636e-05,-3.29284e-05,0.6,5.41636
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,60000000,nan,nan,nan,nan,nan,nan,nan,0.0542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5137,0.027,0,10000,0.0001,1.0,9.20118,0.000665248,0.000558429,0.000277604,nan,1.55843e-05,4.30152e-05,-2.74308e-05,0.6,5.52071
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,70000000,nan,nan,nan,nan,nan,nan,nan,0.043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4803,0.0244,0,10000,0.0001,1.0,9.35062,0.000570072,0.000478536,0.000237888,nan,1.33547e-05,3.6861e-05,-2.35063e-05,0.6,5.61037
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,80000000,nan,nan,nan,nan,nan,nan,nan,0.0331,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4634,0.0267,0,10000,0.0001,1.0,9.46234,0.00049872,0.000418641,0.000208113,nan,1.16832e-05,3.22474e-05,-2.05642e-05,0.6,5.67741
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,90000000,nan,nan,nan,nan,nan,nan,nan,0.0279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4519,0.0237,0,10000,0.0001,1.0,9.55717,0.000443243,0.000372072,0.000184963,nan,1.03836e-05,2.86602e-05,-1.82767e-05,0.6,5.7343
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,24,100000000,nan,nan,nan,nan,nan,nan,nan,0.0273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4396,0.0298,0,10000,0.0001,1.0,9.63862,0.000398873,0.000334826,0.000166447,nan,9.34413e-06,2.57912e-05,-1.64471e-05,0.6,5.78317
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5010,4990,0.1317,0.0279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,10000000,nan,nan,nan,nan,nan,nan,nan,0.3418,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6331,0.0077,1103,8897,0.072,0.8877,4.07467,0.235735,0.235041,0.0950139,nan,0.0135202,0.000331272,0.0131889,0.6,2.4448
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,20000000,nan,nan,nan,nan,nan,nan,nan,0.3309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6674,0.0081,394,9606,0.0301,0.9599,5.03131,0.157549,0.1572,0.0615068,nan,0.011776,0.000179093,0.0115969,0.6,3.01878
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,30000000,nan,nan,nan,nan,nan,nan,nan,0.2789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6956,0.0102,150,9850,0.0115,0.9848,5.86919,0.112565,0.112339,0.0431268,nan,0.00947024,0.000118933,0.00935131,0.6,3.52151
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,40000000,nan,nan,nan,nan,nan,nan,nan,0.1985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6481,0.0053,67,9933,0.0058,0.9931,6.51309,0.0857511,0.0855833,0.0325817,nan,0.00764132,8.91874e-05,0.00755213,0.6,3.90786
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,50000000,nan,nan,nan,nan,nan,nan,nan,0.148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6441,0.0087,37,9963,0.003,0.9963,7.01284,0.0684466,0.0683143,0.0259622,nan,0.00621544,7.04021e-05,0.00614504,0.6,4.20771
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,60000000,nan,nan,nan,nan,nan,nan,nan,0.0956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5467,0.0251,18,9982,0.0013,0.9982,7.41519,0.0568699,0.0567611,0.0215021,nan,0.00528656,5.79325e-05,0.00522863,0.6,4.44911
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,70000000,nan,nan,nan,nan,nan,nan,nan,0.0699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5121,0.0227,14,9986,0.0009,0.9986,7.76447,0.0487286,0.0486362,0.018362,nan,0.00463606,4.91765e-05,0.00458688,0.6,4.65868
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,80000000,nan,nan,nan,nan,nan,nan,nan,0.0634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4936,0.018,9,9991,0.0005,0.9991,8.05448,0.0427205,0.0426403,0.0160447,nan,0.00415573,4.27481e-05,0.00411298,0.6,4.83269
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,90000000,nan,nan,nan,nan,nan,nan,nan,0.0507,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4958,0.0213,6,9994,0.0003,0.9994,8.27621,0.038103,0.0380321,0.014263,nan,0.00378822,3.78451e-05,0.00375038,0.6,4.96572
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,24,100000000,nan,nan,nan,nan,nan,nan,nan,0.0333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4434,0.0542,6,9994,0.0003,0.9994,8.4748,0.0343769,0.0343134,0.0128232,nan,0.00349526,3.38916e-05,0.00346137,0.6,5.08488
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,0,nan,nan,nan,nan,nan,nan,nan,0.9999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5017,4983,0.1335,0.0191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,10000000,nan,nan,nan,nan,nan,nan,nan,0.405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7838,0.0036,17,9983,0.0016,0.9983,7.21475,0.00642442,0.00578818,0.00279988,nan,0.000126501,0.00026321,-0.000136709,0.6,4.32885
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,20000000,nan,nan,nan,nan,nan,nan,nan,0.2131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6866,0.0157,6,9994,0.0006,0.9994,7.95879,0.00390534,0.00358902,0.00172387,nan,6.29215e-05,0.000130945,-6.80233e-05,0.6,4.77527
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,30000000,nan,nan,nan,nan,nan,nan,nan,0.1497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6046,0.0263,4,9996,0.0005,0.9996,8.41138,0.00264452,0.0024341,0.00117005,nan,4.18699e-05,8.71353e-05,-4.52654e-05,0.6,5.04683
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,40000000,nan,nan,nan,nan,nan,nan,nan,0.1118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5891,0.0219,2,9998,0.0003,0.9998,8.69436,0.00198093,0.00182329,0.000876442,nan,3.13629e-05,6.5273e-05,-3.39101e-05,0.6,5.21662
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,50000000,nan,nan,nan,nan,nan,nan,nan,0.0738,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5904,0.0094,2,9998,0.0003,0.9998,8.91169,0.00158353,0.00145751,0.000700615,nan,2.5071e-05,5.21782e-05,-2.71072e-05,0.6,5.34702
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,60000000,nan,nan,nan,nan,nan,nan,nan,0.0548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5163,0.0242,2,9998,0.0003,0.9998,9.07084,0.00131891,0.00121395,0.000583537,nan,2.08815e-05,4.34589e-05,-2.25774e-05,0.6,5.4425
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,70000000,nan,nan,nan,nan,nan,nan,nan,0.046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5052,0.0172,2,9998,0.0003,0.9998,9.21009,0.00113005,0.00104012,0.00049998,nan,1.78914e-05,3.72359e-05,-1.93445e-05,0.6,5.52605
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,80000000,nan,nan,nan,nan,nan,nan,nan,0.0287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4262,0.0398,2,9998,0.0003,0.9998,9.35245,0.000988503,0.000909839,0.000437353,nan,1.56504e-05,3.25718e-05,-1.69214e-05,0.6,5.61147
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,90000000,nan,nan,nan,nan,nan,nan,nan,0.0203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.3571,0.0986,1,9999,0.0002,0.9999,9.48978,0.00087846,0.000808554,0.000388666,nan,1.39081e-05,2.89463e-05,-1.50382e-05,0.6,5.69387
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,25,100000000,nan,nan,nan,nan,nan,nan,nan,0.0211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.3821,0.0554,1,9999,0.0002,0.9999,9.61478,0.000790462,0.000727559,0.000349732,nan,1.25149e-05,2.60467e-05,-1.35318e-05,0.6,5.76887
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0,5,0.6,25,0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5100,4900,0.1472,0.0162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0,5,0.6,25,10000000,nan,nan,nan,nan,nan,nan,nan,0.5095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7512,0.0057,2707,7293,0.1202,0.7089,3.38477,0.319549,0.318981,0.136717,nan,0.010642,0.000232088,0.0104099,0.6,2.03086
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0,5,0.6,25,20000000,nan,nan,nan,nan,nan,nan,nan,0.5077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7481,0.0096,2705,7295,0.1201,0.7092,3.44142,0.314799,0.314516,0.134694,nan,0.0104974,0.000115466,0.0103819,0.6,2.06485
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0,5,0.6,25,30000000,nan,nan,nan,nan,nan,nan,nan,0.5077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7481,0.0096,2705,7295,0.1201,0.7092,3.46159,0.313031,0.312843,0.133962,nan,0.0103888,7.68451e-05,0.010312,0.6,2.07696
