n,m,F,phy_mob_a,beta_p,soc_mob_a,beta_s,r,s,tolerance,q,theta,init_random_prob,radius,noise_rate,num_joint_activities,pool_multiplier,run,time,avg_path_length,dia,avg_degree,cluster_coeff,corr_soc_phy,corr_soc_cul,corr_phy_cul,num_cultures,size_culture,overall_diversity,ass,num_components,largest_component,within_component_diversity,between_component_diversity,component_diversity_ratio,num_communities,largest_community,within_community_diversity,between_community_diversity,community_diversity_ratio,social_clustering,social_closeness,physical_closeness,overall_closeness,physicalStability,socialStability,culturalStability,num_culture_components,num_regions,max_region_size,num_cooperators,num_defectors,num_strategy_regions,max_strategy_region_size,avg_num_players,avg_num_cooperators,avg_did_cooperate,avg_cooperators_over_players,avg_did_cooperate_over_cooperators,avg_payoff,avg_defector_payoff,avg_cooperator_payoff,avg_mpcr,avg_pool_multiplier
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0,5,0.6,27,90000000,nan,nan,nan,nan,nan,nan,nan,0.5181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.75,0.0091,2763,7237,0.124,0.6951,3.43469,0.318635,0.318575,0.137609,nan,0.00863402,2.51469e-05,0.00860887,0.6,2.06081
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0,5,0.6,27,100000000,nan,nan,nan,nan,nan,nan,nan,0.5181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.75,0.0091,2763,7237,0.124,0.6951,3.43887,0.318379,0.318325,0.1375,nan,0.00863232,2.2627e-05,0.00860969,0.6,2.06332
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5087,4913,0.1333,0.023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,10000000,nan,nan,nan,nan,nan,nan,nan,0.9898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9955,0.0003,0,10000,0.0001,1.0,4.05664,0.00337535,0.00136633,0.00112719,nan,0.000125698,0.000372229,-0.000246531,0.6,2.43399
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,20000000,nan,nan,nan,nan,nan,nan,nan,0.9897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9973,0.0002,0,10000,0.0001,1.0,4.06551,0.00168633,0.000682622,0.000563147,nan,6.27988e-05,0.000185966,-0.000123168,0.6,2.4393
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,30000000,nan,nan,nan,nan,nan,nan,nan,0.9893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9957,0.0003,0,10000,0.0001,1.0,4.06833,0.00112394,0.000454969,0.000375338,nan,4.18555e-05,0.000123947,-8.20914e-05,0.6,2.441
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,40000000,nan,nan,nan,nan,nan,nan,nan,0.9885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9951,0.0003,0,10000,0.0001,1.0,4.06917,0.000842873,0.000341192,0.000281475,nan,3.13885e-05,9.29508e-05,-6.15623e-05,0.6,2.4415
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,50000000,nan,nan,nan,nan,nan,nan,nan,0.9896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9953,0.0004,0,10000,0.0001,1.0,4.06975,0.000674261,0.000272939,0.000225168,nan,2.51094e-05,7.43565e-05,-4.92471e-05,0.6,2.44185
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,60000000,nan,nan,nan,nan,nan,nan,nan,0.988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9953,0.0003,0,10000,0.0001,1.0,4.07022,0.000561858,0.000227438,0.000187631,nan,2.09235e-05,6.19609e-05,-4.10374e-05,0.6,2.44213
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,70000000,nan,nan,nan,nan,nan,nan,nan,0.989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9952,0.0003,0,10000,0.0001,1.0,4.07049,0.000481581,0.000194942,0.000160823,nan,1.7934e-05,5.31081e-05,-3.51741e-05,0.6,2.44229
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,80000000,nan,nan,nan,nan,nan,nan,nan,0.9869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9944,0.0003,0,10000,0.0001,1.0,4.06989,0.000421391,0.000170578,0.000140722,nan,1.56925e-05,4.64704e-05,-3.07778e-05,0.6,2.44193
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,90000000,nan,nan,nan,nan,nan,nan,nan,0.9878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9948,0.0002,0,10000,0.0001,1.0,4.07011,0.000374562,0.000151621,0.000125084,nan,1.39486e-05,4.13062e-05,-2.73575e-05,0.6,2.44207
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.1,5,0.6,27,100000000,nan,nan,nan,nan,nan,nan,nan,0.9876,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9944,0.0003,0,10000,0.0001,1.0,4.07054,0.000337096,0.000136455,0.000112572,nan,1.25534e-05,3.71745e-05,-2.46211e-05,0.6,2.44232
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,0,nan,nan,nan,nan,nan,nan,nan,0.9999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5031,4969,0.1377,0.0185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,10000000,nan,nan,nan,nan,nan,nan,nan,0.7518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9121,0.0013,0,10000,0.0001,1.0,6.33274,0.00209201,0.00129852,0.000826979,nan,5.61743e-05,0.000256004,-0.000199829,0.6,3.79964
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,20000000,nan,nan,nan,nan,nan,nan,nan,0.7121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.906,0.0011,0,10000,0.0001,1.0,6.65323,0.0010433,0.000647582,0.00041242,nan,2.80145e-05,0.000127671,-9.96564e-05,0.6,3.99194
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,30000000,nan,nan,nan,nan,nan,nan,nan,0.7038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8959,0.0019,0,10000,0.0001,1.0,6.77328,0.000694905,0.000431332,0.000274699,nan,1.86595e-05,8.50371e-05,-6.63776e-05,0.6,4.06397
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,40000000,nan,nan,nan,nan,nan,nan,nan,0.6924,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8948,0.0009,0,10000,0.0001,1.0,6.83962,0.00052094,0.000323351,0.00020593,nan,1.39882e-05,6.37487e-05,-4.97605e-05,0.6,4.10377
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,50000000,nan,nan,nan,nan,nan,nan,nan,0.6861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.9052,0.0009,0,10000,0.0001,1.0,6.89737,0.000416629,0.000258604,0.000164695,nan,1.11873e-05,5.09838e-05,-3.97966e-05,0.6,4.13842
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,60000000,nan,nan,nan,nan,nan,nan,nan,0.7011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8987,0.0018,0,10000,0.0001,1.0,6.92385,0.000347127,0.000215464,0.000137221,nan,9.32101e-06,4.24788e-05,-3.31578e-05,0.6,4.15431
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,70000000,nan,nan,nan,nan,nan,nan,nan,0.6984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8954,0.0014,0,10000,0.0001,1.0,6.93129,0.000297504,0.000184663,0.000117605,nan,7.98854e-06,3.64063e-05,-2.84177e-05,0.6,4.15878
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,80000000,nan,nan,nan,nan,nan,nan,nan,0.6941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.902,0.0012,0,10000,0.0001,1.0,6.9505,0.000260287,0.000161562,0.000102893,nan,6.98919e-06,3.18519e-05,-2.48627e-05,0.6,4.1703
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,90000000,nan,nan,nan,nan,nan,nan,nan,0.6918,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8991,0.0013,0,10000,0.0001,1.0,6.97001,0.000231344,0.000143597,9.14513e-05,nan,6.21202e-06,2.83101e-05,-2.20981e-05,0.6,4.18201
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.01,5,0.6,28,100000000,nan,nan,nan,nan,nan,nan,nan,0.6831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8934,0.0014,0,10000,0.0001,1.0,6.98331,0.000208195,0.000129228,8.23002e-05,nan,5.59041e-06,2.54772e-05,-1.98868e-05,0.6,4.18998
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,4988,5012,0.1411,0.0219,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,10000000,nan,nan,nan,nan,nan,nan,nan,0.4799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.8138,0.0031,0,10000,0.0001,1.0,6.97981,0.00719634,0.00655685,0.00276027,nan,0.00051258,0.000303592,0.000208988,0.6,4.18789
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,20000000,nan,nan,nan,nan,nan,nan,nan,0.3246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7464,0.0039,0,10000,0.0001,1.0,7.64635,0.00357756,0.00325964,0.00137223,nan,0.000254822,0.000150927,0.000103896,0.6,4.58781
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,30000000,nan,nan,nan,nan,nan,nan,nan,0.2481,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6966,0.006,0,10000,0.0001,1.0,8.01262,0.00238037,0.00216884,0.000913028,nan,0.000169549,0.000100421,6.91281e-05,0.6,4.80757
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,40000000,nan,nan,nan,nan,nan,nan,nan,0.2375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6801,0.0147,0,10000,0.0001,1.0,8.2735,0.0017835,0.00162501,0.000684089,nan,0.000127035,7.52405e-05,5.17945e-05,0.6,4.9641
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,50000000,nan,nan,nan,nan,nan,nan,nan,0.1979,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6416,0.0116,0,10000,0.0001,1.0,8.46913,0.00142594,0.00129922,0.000546941,nan,0.000101567,6.01561e-05,4.14106e-05,0.6,5.08148
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,60000000,nan,nan,nan,nan,nan,nan,nan,0.1688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6264,0.0077,0,10000,0.0001,1.0,8.61096,0.0011878,0.00108225,0.0004556,nan,8.46047e-05,5.01098e-05,3.44949e-05,0.6,5.16658
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,70000000,nan,nan,nan,nan,nan,nan,nan,0.1342,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5887,0.025,0,10000,0.0001,1.0,8.73698,0.00101782,0.000927373,0.000390401,nan,7.24972e-05,4.29388e-05,2.95584e-05,0.6,5.24219
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,80000000,nan,nan,nan,nan,nan,nan,nan,0.1607,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6315,0.008,0,10000,0.0001,1.0,8.8445,0.000890398,0.000811273,0.000341526,nan,6.34211e-05,3.75632e-05,2.58579e-05,0.6,5.3067
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,90000000,nan,nan,nan,nan,nan,nan,nan,0.1582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6079,0.0125,0,10000,0.0001,1.0,8.91987,0.00079133,0.000721009,0.000303527,nan,5.63648e-05,3.33838e-05,2.29809e-05,0.6,5.35192
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,0.001,5,0.6,28,100000000,nan,nan,nan,nan,nan,nan,nan,0.1416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5887,0.0184,0,10000,0.0001,1.0,8.98879,0.0007121,0.00064882,0.000273137,nan,5.07214e-05,3.00413e-05,2.068e-05,0.6,5.39328
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,0,nan,nan,nan,nan,nan,nan,nan,0.9998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5000,5000,0.1452,0.0189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,10000000,nan,nan,nan,nan,nan,nan,nan,0.4045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7821,0.0027,0,10000,0.0001,1.0,7.23112,0.00369623,0.00306741,0.00152182,nan,0.000132518,0.000256075,-0.000123557,0.6,4.33867
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,20000000,nan,nan,nan,nan,nan,nan,nan,0.2306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6985,0.0104,0,10000,0.0001,1.0,7.96975,0.00183853,0.00152575,0.000756968,nan,6.59156e-05,0.000127374,-6.14583e-05,0.6,4.78185
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,30000000,nan,nan,nan,nan,nan,nan,nan,0.1633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6343,0.017,0,10000,0.0001,1.0,8.38061,0.00122353,0.00101538,0.000503758,nan,4.38664e-05,8.47666e-05,-4.09002e-05,0.6,5.02836
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,40000000,nan,nan,nan,nan,nan,nan,nan,0.1003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5731,0.006,0,10000,0.0001,1.0,8.68367,0.000916835,0.000760859,0.000377483,nan,3.28706e-05,6.35185e-05,-3.06479e-05,0.6,5.2102
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,50000000,nan,nan,nan,nan,nan,nan,nan,0.0901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5648,0.0219,0,10000,0.0001,1.0,8.89749,0.000733075,0.000608361,0.000301825,nan,2.62824e-05,5.07876e-05,-2.45052e-05,0.6,5.33849
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,60000000,nan,nan,nan,nan,nan,nan,nan,0.056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4869,0.0221,0,10000,0.0001,1.0,9.08183,0.000610677,0.000506786,0.00025143,nan,2.18941e-05,4.23078e-05,-2.04137e-05,0.6,5.4491
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,70000000,nan,nan,nan,nan,nan,nan,nan,0.039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4765,0.0159,0,10000,0.0001,1.0,9.24108,0.000523303,0.000434276,0.000215456,nan,1.87616e-05,3.62545e-05,-1.74929e-05,0.6,5.54465
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,80000000,nan,nan,nan,nan,nan,nan,nan,0.037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4644,0.0199,0,10000,0.0001,1.0,9.37491,0.000457802,0.000379918,0.000188488,nan,1.64132e-05,3.17166e-05,-1.53033e-05,0.6,5.62494
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,90000000,nan,nan,nan,nan,nan,nan,nan,0.0422,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4832,0.0234,0,10000,0.0001,1.0,9.49516,0.000406873,0.000337654,0.00016752,nan,1.45873e-05,2.81883e-05,-1.36009e-05,0.6,5.6971
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,0.0001,5,0.6,29,100000000,nan,nan,nan,nan,nan,nan,nan,0.0279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4215,0.0361,0,10000,0.0001,1.0,9.5915,0.000366142,0.000303852,0.000150749,nan,1.3127e-05,2.53664e-05,-1.22394e-05,0.6,5.7549
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5010,4990,0.1317,0.0279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,10000000,nan,nan,nan,nan,nan,nan,nan,0.3417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6416,0.0059,1105,8895,0.0749,0.8878,3.95972,0.212906,0.212265,0.0884291,nan,0.00890569,0.000309339,0.00859635,0.6,2.37583
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,20000000,nan,nan,nan,nan,nan,nan,nan,0.3497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6882,0.0056,371,9629,0.0294,0.9625,4.96134,0.132536,0.132215,0.05464,nan,0.00610195,0.000165302,0.00593665,0.6,2.9768
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,30000000,nan,nan,nan,nan,nan,nan,nan,0.2775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6881,0.0048,158,9842,0.0134,0.9842,5.76493,0.0945379,0.094328,0.0387592,nan,0.0046082,0.000110343,0.00449786,0.6,3.45896
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,40000000,nan,nan,nan,nan,nan,nan,nan,0.2112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6364,0.0104,67,9933,0.0055,0.9933,6.39206,0.0723088,0.0721547,0.0295503,nan,0.00365756,8.18795e-05,0.00357568,0.6,3.83524
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,50000000,nan,nan,nan,nan,nan,nan,nan,0.1535,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6133,0.0058,38,9962,0.0031,0.9962,6.8909,0.0582961,0.0581744,0.0237651,nan,0.00304625,6.50522e-05,0.0029812,0.6,4.13454
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,60000000,nan,nan,nan,nan,nan,nan,nan,0.0886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5492,0.0201,16,9984,0.0013,0.9984,7.31619,0.0484378,0.0483374,0.0197284,nan,0.002551,5.38335e-05,0.00249716,0.6,4.38971
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,70000000,nan,nan,nan,nan,nan,nan,nan,0.0743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5476,0.0189,5,9995,0.0006,0.9995,7.67042,0.0413192,0.0412339,0.0168141,nan,0.00218826,4.57512e-05,0.0021425,0.6,4.60225
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,80000000,nan,nan,nan,nan,nan,nan,nan,0.0459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4703,0.0509,2,9998,0.0003,0.9998,7.97253,0.035861,0.035787,0.014593,nan,0.00189919,3.97095e-05,0.00185948,0.6,4.78352
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,90000000,nan,nan,nan,nan,nan,nan,nan,0.0389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4858,0.0207,1,9999,0.0002,0.9999,8.23456,0.0316726,0.0316072,0.0128886,nan,0.00167737,3.50722e-05,0.0016423,0.6,4.94074
10000,100,5,1,10,1,1,1,1,-1,75,0,NA,2,1e-05,5,0.6,29,100000000,nan,nan,nan,nan,nan,nan,nan,0.0317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.4365,0.0307,1,9999,0.0002,0.9999,8.45073,0.0283587,0.0283002,0.01154,nan,0.00150187,3.14026e-05,0.00147047,0.6,5.07044
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,30,0,nan,nan,nan,nan,nan,nan,nan,0.9999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,1.0,0.0001,5017,4983,0.1335,0.0191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,30,10000000,nan,nan,nan,nan,nan,nan,nan,0.3763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.7741,0.0033,14,9986,0.0015,0.9986,7.21921,0.00683142,0.00620622,0.00278407,nan,0.00034593,0.000254856,9.10735e-05,0.6,4.33152
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,30,20000000,nan,nan,nan,nan,nan,nan,nan,0.2032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6791,0.0058,10,9990,0.0011,0.999,7.99802,0.00360176,0.00329099,0.00148693,nan,0.000171938,0.000126682,4.52564e-05,0.6,4.79881
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,30,30000000,nan,nan,nan,nan,nan,nan,nan,0.1393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.6233,0.0249,8,9992,0.0009,0.9992,8.40619,0.00252738,0.00232067,0.00105486,nan,0.000114368,8.42734e-05,3.00948e-05,0.6,5.04371
10000,100,5,1,10,1,1,1,1,-1,30,0,NA,2,1e-06,5,0.6,30,40000000,nan,nan,nan,nan,nan,nan,nan,0.0952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.5766,0.0382,8,9992,0.0009,0.9992,8.69225,0.00199504,0.00184019,0.000841088,nan,8.56714e-05,6.31279e-05,2.25435e-05,0.6,5.21535
